Movie/Content Name,S.No.,Movie /Content (Original Language),Language,Type of Content,Availability,Col B&W,Year  30,No. of Episodes,Length,Resolution,CC Grade,Content Owner 1,Content Owner 2,Content Owner 3,Commence Date,Expiry Date,Genre   101,Director 99,Star Cast  18,Music Director  229,Lyricist  380,Singer   437,Agreement Status,Format,Audio bitrate,Audio codec,Video bitrate,Video codec,Path,-,Size_MB,Framerate_fps
Aaj Ka Inquilaab {Nenu Saitham} (2009),,Nenu Saitham Telugu Dubbed),Hindi Dubed,Movie,Yes,COL,2009.0,,01:49:09,1280*720,V/U,Cable Master,,,2026-04-01,2027-03-31,Action,Dhavala Satyam,"Dr. Madala Ravi, Gurlin Chopra, Jeeva And Others (Nenu Saitham N/A Telugu )",Tvs Raju,Tvs Raju,Alka Yagnik,Yes,,,,,,,,,
Aaj Ka Mujrim (2007),,,Hindi Dubed,Movie,Yes,COL,2007.0,,02:19:52,1920*1080,,Eagle,,,2026-04-01,2027-03-31,"Action, Crime, Drama, Romance",S. S. Rajamouli,"Jr. NTR, Gajala, Rajeev Kanakala, Brahmanandam, Kota Srinivasa Rao",M. M. Keeravani,Nawab Arzoo,"Udit Narayan, K. S. Chithra, S. P. Balasubrahmanyam, KK, Tippu, M. M. Keeravani",Yes,Matroska,,AAC LC-SBR,,V_VP9,U:\MOVIE MASTER\Aaj Ka Mujrim (2007)\Aaj Ka Mujrim (2007).mp4,,1287.63,25.0
Aaj Ka Naya Yalgar (2010),,,Hindi Dubed,Movie,Yes,COL,2010.0,,01:45:44,1280*720,,Eagle,,,2026-04-01,2027-03-31,"Action, Drama, Thriller",PA Arun Prasad,"Navdeep, Bhumika Chawla, Rahul Dev, Kim Sharma, Ali Basha",Mani Sharma,"Ananta Sriram, Ravi Kumar Bhaskarabhatla",,Yes,Matroska,,AAC LC-SBR,,V_MPEG4/ISO/AVC,U:\MOVIE MASTER\Aaj Ka Naya Yalgar (2010)\Aaj Ka Naya Yalgar (2010).mp4,,783.59,25.0
Aaj Ka Neta (2008),,,Hindi,Movie,Yes,COL,2008.0,,02:13:02,1280*720,,Ultra Cable,,,2026-04-01,2027-03-31,Action,Bisham Kohli,"Ravi Kissan, Simran, Siddharth Dhawan, Pramod Mahto, Vijay Arora, Anil Nagrath",Abheer Mukherjee,Abheer Mukherjee,Amit Kumar,Yes,Matroska,,AAC LC,,V_VP9,U:\MOVIE MASTER\Aaj Ka Neta (2008)\Aaj Ka Neta (2008).mp4,,9656.08,25.0
Aaj Ka Parshuram (1992),,,Hindi Dubed,Movie,Yes,COL,1992.0,,02:02:43,768*576,A,Cable Master,,,2026-04-01,2027-03-31,Action,Satya Murthy G.,"Nagendra Babu, Vanshna, Disco Shanti",,,,Yes,MPEG-4,96 kbps,AAC LC,297 kbps,AVC,U:\MOVIE MASTER\Aaj Ka Parshuram (1992)\Aaj Ka Parshuram (1992).mp4,,347.43,25.0
Aaj Ka Samson (1991),,,,,,,,,01:29:43,1920*1080,,,,,,,,,,,,,,MPEG-4,317 kbps,AAC LC,10468 kbps,AVC,U:\MOVIE MASTER\Aaj Ka Samson (1991)\Aaj Ka Samson (1991).mp4,,6923.14,25.0
Aaj Ka Shahenshah (2013),,,Hindi Dubed,Movie,Yes,COL,2013.0,,02:28:24,1920*1080,,Eagle,,,2026-04-01,2027-03-31,"Action, Drama",A. Kodandarami Reddy,"Chiranjeevi, Bhanupriya, Chandra Mohan, Nagendra Babu",Raj–Koti,Veturi,"S. P. Balasubrahmanyam, P. Susheela, K. S. Chithra",Yes,MPEG-4,128 kbps,AAC LC,2525 kbps,AVC,U:\MOVIE MASTER\Aaj Ka Shahenshah (2013)\Aaj Ka Shahenshah (2013).mp4,,2822.39,25.0
Aaj Ka Valmiki (2005),,,Hindi Dubed,Movie,Yes,COL,2005.0,,02:19:17,1920*1080,,Eagle,,,2026-04-01,2027-03-31,"Action, Drama",M. S. Ramesh,"Shiva Rajkumar, Hrishitaa Bhatt, Raai Laxmi, Avinash, Rangayana Raghu",Gurukiran,"Kaviraj, V. Manohar, Bhangi Ranga, Gudaraj Halageri","Rajesh Krishnan, Udit Narayan, K. S. Chithra, S. P. Balasubrahmanyam, Gurukiran, Lakshmi, Sangeetha Gururaj",Yes,Matroska,,AAC LC-SBR,,V_VP9,U:\MOVIE MASTER\Aaj Ka Valmiki (2005)\Aaj Ka Valmiki (2005).mp4,,720.85,
Aaj Kaa M.L.A. Ram Avtar (1984),,,,,,,,,02:37:19,1280*720,,,,,,,,,,,,,,MPEG-4,317 kbps,AAC LC,8589 kbps,AVC,U:\MOVIE MASTER\Aaj Kaa M.L.A. Ram Avtar (1984)\Aaj Kaa M.L.A. Ram Avtar (1984).mp4,,10025.53,25.0
Aaj Ke Angaarey (1988),,,Hindi,Movie,Yes,COL,1988.0,,02:08:10,1920*1080,U,Shemaroo,,,2026-04-01,2027-03-31,"Action, Drama",Vinod Verma,"Hemant Birje, Archana Puran Singh, Om Shivpuri, Neeta Puri, Ajit Vachani,",Bappi Lahiri,Anjaan,"Vijay Benedict, Uttara Kelkar, Alisha Chinai, Uttara Kelkar",Yes,MPEG-4,96 kbps,AAC LC,366 kbps,AVC,U:\MOVIE MASTER\Aaj Ke Angaarey (1988)\Aaj Ke Angaarey (1988).mp4,,425.45,25.0
Aaj Ke Sholey (1985),,,HINDI,Movie,Yes,COL,1984.0,,02:10:35,1920*1080,U,Shemaroo,,,2026-04-01,2027-03-31,Action,Rajendra Singh Babu,"Jayanthi, Manjula, Amrish Puri, Sundar Krishna Urs, M.B. Shetty",Satyam Kamalkant,,"Mahendra Kapoor, Anuradha Paudwal, Anwar",Yes,MPEG-4,128 kbps,AAC LC,1981 kbps,AVC,U:\MOVIE MASTER\Aaj Ke Sholey (1985)\Aaj Ke Sholey (1985).mp4,,1981.57,30.0
Aaj Ki Khalnayaka  (2022),,,Hindi Dubed,Movie,Yes,COL,2022.0,,,,,Ultra Cable,,,2026-04-01,2027-03-31,"Action, Drama",V. Rishiraj,"Hemanth Kumar, Kiran Rathod, V. Rishiraj",Vijay Shankar,"Snehan, Viveka, G.B., Vijay Shankar","Tippu, Balaraman, Pop Shalini, Prasanna, Ananthu, Karthik, Bhargavi",Yes,,,,,,,,,
Aaj Ki Khalnayaka (2022),,,,,,,,,02:12:40,1280*720,,,,,,,,,,,,,,MPEG-4,128 kbps,AAC LC,1052 kbps,AVC,U:\MOVIE MASTER\Aaj Ki Khalnayaka (2022)\Aaj Ki Khalnayaka (2022).mp4,,1123.75,29.97
Aaj Ki Race (2011),,Vaareva,,,,,,,02:08:45,768*576,,,,,,,,,,,,,,MPEG-4,162 kbps,AAC LC,3998 kbps,AVC,U:\MOVIE MASTER\Aaj Ki Race {Vaareva} (2011)\Aaj Ki Race {Vaareva} (2011).mp4,,3837.68,25.0
Aaj Ki Race {Vaareva} (2011),,,Hindi Dubed,Movie,Yes,COL,2011.0,,02:08:45,768*576,,Cable Master,,,2026-04-01,2027-03-31,Action,Kalyan Mantena,"Gautam, Sambhavi, Sayaji Shinde, Aashish Vidhyarathi, Jeeva",Mahesh Shankar,Mahesh Shankar,,Yes,,,,,,,,,
Aaj Kie Aurat (1993),,,,,,,,,02:32:02,640*308,,,,,,,,,,,,,,MPEG-4,160 kbps,AAC LC,437 kbps,AVC,U:\MOVIE MASTER\Aaj Kie Aurat (1993)\Aaj Kie Aurat (1993).mp4,,653.6,25.0
Aaja Sanam (1975),,,Hindi,Movie,Yes,COL,1975.0,,02:01:10,1280*720,,Eagle,,,2026-04-01,2027-03-31,Romantic Drama,Yusuf Naqvi,"Feroz Khan, Tanuja, Deven Verma, Sulochana Chatterjee, Mukri",Usha Khanna,"Indeevar, M. K. Javed, Kafil Azar","Mohammed Rafi, Asha Bhosle, Usha Timothy, Usha Khanna",Yes,MPEG-4,128 kbps,AAC LC,1416 kbps,AVC,U:\MOVIE MASTER\Aaja Sanam (1975)\Aaja Sanam (1975).mp4,,1343.09,25.0
Aaja Sanam (1994),,,Hindi,Movie,Yes,COL,1994.0,,02:13:50,1920*1080,U,Shemaroo,,,2026-04-01,2027-03-31,LOVE STORY,K Pappu,,"Arun Paudwal, Kavita Paudwal","Sikander Bharti, Rani Malik, Hasrat Jaipuri, Faiz Anwar, Gauhar Kanpuri, Indeevar","Suresh Wadkar, Anuradha Paudwal, Pankaj Udhas, Sudesh Bhosle, Vipin Sachdev",Yes,MPEG-4,126 kbps,AAC LC,736 kbps,AVC,U:\MOVIE MASTER\Aaja Sanam (1994)\Aaja Sanam (1994).mp4,,827.42,25.0
Aakanksha (1993),,,,,,,,,02:27:40,720*576,,,,,,,,,,,,,,MPEG-TS,,AAC LC,,AVC,U:\MOVIE MASTER\Aakanksha (1993)\Aakanksha (1993).ts,,1504.15,25.0
Aakash Deep (1965)  ,,,,,,,,,02:16:28,1920*1080,,,,,,,,,,,,,,MPEG-4,317 kbps,AAC LC,10507 kbps,AVC,U:\MOVIE MASTER\Aakash Deep (1965)\Aakash Deep (1965)  .mp4,,10568.92,25.0
Aakhri Baazi (1989),,,Hindi,Movie,Yes,COL,1989.0,,02:29:14,1920*1088,U/A,Ultra Cable,,,2026-04-01,2027-03-31,"Action,Drama ",Ashim Samanta,,,,,Yes,MPEG-4,128 kbps,AAC LC,547 kbps,AVC,U:\MOVIE MASTER\Aakhri Baazi (1989)\Aakhri Baazi (1989).mp4,,724.66,25.0
Aakhri Badla (1989),,,Hindi,Movie,Yes,COL,1989.0,,02:00:46,640*480,U/A,Shemaroo,,,2026-04-01,2027-03-31,"Action,Thriller",Mangal Chakraborty,"Mithun Chakraborty, Yogita Bali, Prem Chopra, Tom Alter, Jay Shree T, Shiva Rindan",Salil Chowdhary,Yogesh Gaud,"Kishore Kumar, Asha Bhosle",Yes,MPEG-4,253 kbps,AAC LC,9000 kbps,AVC,U:\MOVIE MASTER\Aakhri Badla (1989)\Aakhri Badla (1989).mp4,,8003.77,25.0
Aakhri Daao (1975),,,,,,,,,02:24:26,1920*1080,,,,,,,,,,,,,,Matroska,,AAC LC,,V_VP9,U:\MOVIE MASTER\Aakhri Daao (1975)\Aakhri Daao (1975).mp4,,968.39,24.194
Aakhri Dacait (2000),,,Hindi,Movie,Yes,COL,2000.0,,02:11:51,640*276,V/U,Shemaroo,,,2026-04-01,2027-03-31,Action,Kishan Shah,"Dharmendra, Sapna, Mohan Joshi",Sawan Kumar Sawan,Zail Singh,,Yes,MPEG-4,128 kbps,AAC LC,626 kbps,AVC,U:\MOVIE MASTER\Aakhri Dacait (2000)\Aakhri Dacait (2000).mp4,,706.12,25.0
Aakhri Kasam (1979),,,,,,,,,02:06:54,1280*720,,,,,,,,,,,,,,MPEG-4,128 kbps,AAC LC,1643 kbps,AVC,U:\MOVIE MASTER\Aakhri Kasam (1979)\Aakhri Kasam (1979).mp4,,1611.01,25.0
Aakhri Khat (1966),,B&W,Hindi,Movie,Yes,B&W,1966.0,,01:35:49,640*480,,Shemaroo,,,2026-04-01,2027-03-31,"Thriller,Drama",Chetan Anand,"Rajesh Khanna, Master Bunty, Naqi Jehan, Mohan Choti, Indrani Mukherjee,",Khayyam,Kaifi Azmi,"Bhupinder, Lata Mangeshkar, Manna Dey, Mohammed Rafi",Yes,MPEG-4,126 kbps,AAC LC,700 kbps,AVC,U:\MOVIE MASTER\Aakhri Khat (1966)\Aakhri Khat (1966) (B&W).mp4,,567.68,25.0
Aakhri Mujra (1981),,,Hindi,Movie,Yes,COL,1981.0,,01:56:16,720*576,U,Cable Master,,,2026-04-01,2027-03-31,Drama,Hiren Nag,"Vikram, Zarina Wahab, Asha Parekh, Nadira, Jagdeep",Kalyanji Anandji,Kalyanji Anandji,"Rahi Masoom Raza, Indeevar, Wamiq Jaunpuri, Kaifi Azmi",Yes,MPEG-4,128 kbps,AAC LC,2114 kbps,AVC,U:\MOVIE MASTER\Aakhri Mujra (1981)\Aakhri Mujra (1981).mp4,,1788.35,25.0
Aakraman (1975),,,,,,,,,02:19:28,720*576,,,,,,,,,,,,,,MPEG-4,160 kbps,AAC LC,1417 kbps,AVC,U:\MOVIE MASTER\Aakraman (1975)\Aakraman (1975).mp4,,1577.71,25.0
Aakrosh (1980),,,,,,,,,02:19:52,1920*1080,,,,,,,,,,,,,,Matroska,,Opus,,V_VP9,U:\MOVIE MASTER\Aakrosh (1980)\Aakrosh (1980).mp4,,1033.77,25.0
Aalaap (2012),,,Hindi,Movie,Yes,COL,2012.0,,01:51:50,854*480,U/A,Shemaroo,,,2026-04-01,2027-03-31,Social,Manish Manikpuri,"Amit Purohit, Pitobash Tripathy, Gamya Wijayadasa, Rituparna Sengupta,",Agnee,"Kanika Joshi, Bonnie Chakraborty",,Yes,MPEG-4,126 kbps,AAC LC,694 kbps,AVC,U:\MOVIE MASTER\Aalaap (2012)\Aalaap (2012).mp4,,659.88,25.0
Aamne Saamne (1967),,,Hindi,Movie,Yes,COL,1967.0,,02:16:05,640*480,,Cable Master,,,2026-04-01,2027-03-31,crime,Suraj Prakash,"Shashi Kapoor, Sharmila Tagore, Prem Shopra, Madan Puri, Kamal Kapoor, Karan Dewan, Shammi, B B Bhalla, Ashwani, Vishi Kapoor Nad Rajinder Nath…",Kalyanji Anandji,Anand Bakshi,"Manna Dey, Lata Mangeshkar,Mohammed Rafi",Yes,MPEG-4,128 kbps,AAC LC,2562 kbps,AVC,U:\MOVIE MASTER\Aamne Saamne (1967)\Aamne Saamne (1967).mp4,,2642.7,25.0
Aamne Samne (1982),,,Hindi,Movie,Yes,COL,1982.0,,0.0965625,1920*1080,U,Ultra Cable,,,2026-04-01,2027-03-31,Action,Ashim Samanta,,R D Burman,R D Burman,"Asha Bhosle, Kishore Kumar, R.D. Burman, Vanita Mishra, Amit Kumar",Yes,MPEG-4,128 kbps,AAC LC,2055 kbps,AVC,U:\MOVIE MASTER\Aamne Samne (1982)\Aamne Samne (1982).mp4,,2178.0,25.0
Aan - Men At Work (2004),,,Hindi,Movie,Yes,COL,2004.0,,02:36:20,1920*1080,V/U,Shemaroo,,,2026-04-01,2027-03-31,Action,Madhur Bhandarkar,"Akshay Kumar, Sunil Shetty, Shatrughan Sinha, Lara Dutta, Raveena Tandon",Anu Malik,"Dev Kohli, Sameer, Tejpal Kaur","Abhijeet, Alka Yagnik, Anuradha Paudwal, Kumar Sanu, Sarika Kapoor, Shabbir Kumar, Shaswati, Shreya Ghoshal, Sonu Nigam, Sunidhi Chauhan, Udit Narayan, Ujwala, Zubin",Yes,,,,,,,,,
Aan Aur Shaan (1984),,,,,,,,,02:15:49,1280*720,,,,,,,,,,,,,,MPEG-4,126 kbps,AAC LC,1362 kbps,AVC,U:\MOVIE MASTER\Aan Aur Shaan (1984)\Aan Aur Shaan (1984).mp4,,1448.55,25.0
Aan Baan (1972),,,Hindi,Movie,Yes,COL,1972.0,,0.0954282407407407,1920*1080,U,Shemaroo,,,2026-04-01,2027-03-31,Drama,Prakash Mehra,"Rajendra Kumar, Rakhee, Pran, Jagdeep, Kum Kum,",Shankar Jaikishan,"Hasrat Jaipuri, Gulshan Bawra","Asha Bhosle, Mohammed Rafi, Lata Mangeshkar",Yes,MPEG-4,,AAC LC,9515 kbps,AVC,U:\MOVIE MASTER\Aan Baan (1972)\Aan Baan (1972).mp4,,9640.93,25.0
Aan Men At Work,,,,,,,,,02:34:07,1920*1080,,,,,,,,,,,,,,MPEG-4,317 kbps,AAC LC,15831 kbps,AVC,U:\MOVIE MASTER\Aan - Men At Work (2004)\Aan Men At Work  Logo Blur.mp4,,17804.7,24.0
Aanchal (1980),,,Hindi,Movie,Yes,COL,1980.0,,02:18:53,1920*1080,U,Shemaroo,,,2026-04-01,2027-03-31,"Action,Family,Drama,Comedy",Anil Ganguly,"Rajesh Khanna, Rekha, Rakhee, Amol Palekar, Prem Chopra",R D Burman,Majrooh Sultanpuri,"Asha Bhosle, Kishore Kumar, Lata Mangeshkar, Sapan Chakravarthy",Yes,Matroska,,AAC LC,,V_MPEG4/ISO/AVC,U:\MOVIE MASTER\Aanchal (1980)\Aanchal (1980).mkv,,6121.61,25.0
Aandha Intaquam (1993),,,,,,,,,02:33:28,1280*720,,,,,,,,,,,,,,MPEG-4,128 kbps,AAC LC,489 kbps,AVC,U:\MOVIE MASTER\Aandha Intaquam (1993)\Aandha Intaquam (1993).mp4,,681.71,25.0
Aandhi-Toofan (1985),,,Hindi,Movie,Yes,COL,1985.0,,02:23:27,1920*1080,A,Ultra Cable,,,2026-04-01,2027-03-31,Drama,B Subhash,"Shatrughan Sinha, Hema Malini, Mithun Chakraborty, Meenakshi Sheshadri, Shashi Kapoor, Kaajal Kiran, Danny Denzongpa, Goga Kapoor, Om Shivpuri",Bappi Lahiri,Bappi Lahiri,"Vijay Benedict, Asha Bhosle, Kishore Kumar, Janki",Yes,MPEG-4,128 kbps,AAC LC,1310 kbps,AVC,U:\MOVIE MASTER\Aandhi-Toofan (1985)\Aandhi-Toofan (1985).mp4,,1479.33,25.0
Aandhiyan  (1990),,,,,,,,,02:24:52,1280*720,,,,,,,,,,,,,,MPEG-4,128 kbps,AAC LC,597 kbps,AVC,U:\MOVIE MASTER\Aandhiyan (1990)\Aandhiyan  (1990).mp4,,755.22,25.0
Aandhiyan (1990),,,Hindi,Movie,Yes,COL,1990.0,,02:24:52,1920*1080,U,Ultra Cable,,,2026-04-01,2027-03-31,Drama,David Dhawan,"Shatrughan Sinha, Mumtaz, Prasanjeet, Madhushri, Vikas Anand, Sayen Kappu.",,,"Kumar Sanu, Anuradha Paudwal, Udit Narayan, Manhar Udhas, Shabbir Kumar, Udit Narayan",Yes,,,,,,,,,
Aangaaray (1998),,,Hindi,Movie,Yes,COL,1998.0,,02:13:59,1280*720,V/U,Shemaroo,,,2026-04-01,2027-03-31,"Action,Thriller",Mahesh Bhatt,"Akshay Kumar, Manisha Koirala, Nagarjuna, Pooja Bhatt, Sonali Bendre, Paresh Rawal, Irfan Kamal, Gulshan Grover, Kulbhushan Kharbanda","Anu Malik,Aadesh Shrivastava","Javed Akhtar, Rani Malik","Alka Yagnik, Udit Narayan, Amit Kumar, Aadesh Shrivastava,Kavita Paudwal, Hariharan",Yes,MPEG-4,128 kbps,AAC LC,468 kbps,AVC,U:\MOVIE MASTER\Aangaaray (1998)\Aangaaray (1998).mp4,,577.54,25.0
Aankhen (1993),,,Hindi,Movie,Yes,COL,1993.0,,02:44:18,1920*816,U/A,Ultra Cable,,,2026-04-01,2027-03-31,"Comedy,Action",David Dhawan,"Govinda, Chunky Pandey, Rageshwari, Ritu Shivpuri, Shilpa Shirodkar, Sadashiv Amrapurkar, Kader Khan, Dina Pathak, Shakti Kapoor, Raj Babbar, Gulshan Grover, Harish Patel, Bindu, Bob Christo, Neena Gupta, Raza Murad, Yunus Parvez, Mac Mohan, Sudhir, Gavin Packard, Mahavir Shah, Vikas Anand, Govind Namdeo, Radha Seth, Aroon Bakshi, Rakesh Bedi, Kamal Adip, Manav Vij, Guddi Maruti, Tinu Verma, Babban Yadav, Pradeep Saxena, Sunil Dhawan",Bappi Lahiri,Bappi Lahiri,"Alka Yagnik, Aroon Bakshi, Asha Bhosle, Chunky Pandey, Govinda, Kavita Krishnamurthy, Kumar Sanu, Mohammad Aziz, Sadhana Sargam, Sudesh Bhosle",Yes,MPEG-4,128 kbps,AAC LC,1642 kbps,AVC,U:\MOVIE MASTER\Aankhen (1993)\Aankhen (1993).mp4,,2075.67,25.0
Aankhen (2002),,,Hindi,Movie,Yes,COL,2002.0,,02:38:10,1920*1080,U,Shemaroo,,,2026-04-01,2027-03-31,"Thriller,Comedy",Vipul Shah,,,"Prasoon Joshi, Praveen Bharadwaj And Nitin Raikwar","Amitabh Bachchan, Sonu Nigam & Remo Fernandes,Aadesh Shrivastava & Vasundhara Das,Alka Yagnik,Kavita Krishnamurthy & Udit Narayan",Yes,MPEG-PS,320 kbps,MPA1L2,50000 kbps,MPEG-2V,U:\MOVIE MASTER\Aankhen (2002)\Aankhen (2002).mpg,,58704.46,25.0
Aao Pyar Karen (1994),,,Hindi,Movie,Yes,COL,1994.0,,02:26:56,1280*544,U,Shemaroo,,,2026-04-01,2027-03-31,Romance,Ravindra Peepat,"Saif Ali Khan, Shilpa Shetty, Somy Ali, Mukesh Khanna",Aadesh Shrivastav,Shyam,"Kumar Sanu, Poornima, Sadhana Sargam, Shrivasatava, Suresh Wadkar",Yes,Matroska,,AAC LC,,V_VP9,U:\MOVIE MASTER\Aao Pyar Karen (1994)\Aao Pyar Karen (1994).mkv,,1007.99,25.0
Aap Aye Bahaar Ayee (1971),,,Hindi,Movie,Yes,COL,1971.0,,02:09:25,1920*1088,U,Shemaroo,,,2026-04-01,2027-03-31,"Romance, Drama, Comedy, Family",Mohan Kumar,"RAJENDRA KUMAR, SADHANA, PREM CHOPRA, RAJENDRA NATH AND OTHERS",Laxmikant–Pyarelal,Anand Bakshi,"Mohammed Rafi, Lata Mangeshkar, Kishore Kumar, Hemlata",Yes,MPEG-4,128 kbps,AAC LC,256 kbps,AVC,U:\MOVIE MASTER\Aap Aye Bahaar Ayee (1971)\Aap Aye Bahaar Ayee (1971).mp4,,361.11,25.0
Aap Beati (1976),,,Hindi,Movie,Yes,COL,1976.0,,0.10900462962963,1920*1088,U,Shemaroo,,,2026-04-01,2027-03-31,"Drama,Family",Mohan Kumar,"Shashi Kapoor, Hema Malini, Premnath, Asrani, Nirupa Roy, Aruna Irani, Mehmood, Helen, Ashok Kumar",Laxmikant Pyarelal,Anand Bakshi,"Amit Kumar, Anuradha Paudwal, Kishore Kumar, Lata Mangeshkar, Mahendra Kapoor, Manna Dey, Usha Mangeshkar",Yes,,,,,,,,,
Aap Beati (1977),,,,,,,,,02:36:41,1280*720,,,,,,,,,,,,,,MPEG-4,317 kbps,AAC LC,8427 kbps,AVC,U:\MOVIE MASTER\Aap Beati (1976)\Aap Beati (1977).mp4,,9803.28,25.0
Aap Ka Suroor - the Real Love Story (2007),,,,,,,,,02:04:30,640*284,,,,,,,,,,,,,,MPEG-4,96 kbps,AAC LC,445 kbps,AVC,U:\MOVIE MASTER\Aap Kaa Surroor - The Real Love Story (2007)\Aap Ka Suroor - the Real Love Story (2007).mp4,,483.58,29.97
Aap Kaatar Me Hai (2021),,,Hindi Dubed,Movie,Yes,COL,2021.0,,02:06:16,1920*1080,,Ultra Cable,,,2026-04-01,2027-03-31,"Comedy, Drama",Pradip Raghunath Mestry,"Mahesh Manjrekar, Siddharth Jadhav, Saurabh Gokhale, Sanskruti Balgudi, Satish Agashe, Smita Shewale, Hemangi Kavi, Gauravraaj",,,,Yes,MPEG-4,192 kbps,AAC LC,14616 kbps,AVC,U:\MOVIE MASTER\Aap Kaatar Me Hai (2021)\Aap Kaatar Me Hai (2021).mp4,,13356.41,25.0
Aap Ki Khatir (1977),,,Hindi,Movie,Yes,COL,1977.0,,01:52:38,1920*1080,,Cable Master,,,2026-04-01,2027-03-31,Action,Sudhendru Roy,"Vinod Khanna, Rekha, Nadira, Helen",Bappi Lahiri,Shaily Shailendra,"Bappi Lahiri, Kishore Kumar, Lata Mangeshkar, Shailendra Singh, Usha Mangeshkar",Yes,Matroska,,AAC LC-SBR,,V_VP9,U:\MOVIE MASTER\Aap Ki Khatir (1977)\Aap Ki Khatir (1977).mp4,,1073.0,
Aap Ki Khatir (2006),,,,,,,,,02:02:28,640*294,,,,,,,,,,,,,,MPEG-4,128 kbps,AAC LC,265 kbps,AVC,U:\MOVIE MASTER\Aap Ki Khatir (2006)\Aap Ki Khatir (2006).mp4,,350.19,25.0
Aap Ki Parchhaiyan (1964),,,Hindi,Movie,Yes,COL,1964.0,,0.0945717592592593,720*576,U,Shemaroo,,,2026-04-01,2027-03-31,family drama,Mohan Kumar,"Dharmendra, Supriya Choudhary, Manorama, Shashikala",Madan Mohan,Raja Mehdi Khan,"Asha Bhosle, Lata Mangeshkar, Mohammed Rafi",Yes,MPEG-4,317 kbps,AAC LC,7993 kbps,AVC,U:\MOVIE MASTER\Aap Ki Parchhaiyan (1964)\Aap Ki Parchhaiyan (1964).mp4,,8052.5,25.0
Aap Mujhe Achche Lagne Lage (2002),,,Hindi,Movie,Yes,COL,2002.0,,02:46:27,1920*816,V/U,Shemaroo,,,2026-04-01,2027-03-31,"Romance,Drama",Vikram Bhatt,,Rajesh Roshan,"Dev Kohli, Ibrahim Ashq","Abhijeet, Alka Yagnik, Jack Gaud, K K, Pamela Jain, Sonu Nigam, Udit Narayan",Yes,Matroska,224 kbps,AC3,3500 kbps,V_MPEG4/ISO/AVC,U:\MOVIE MASTER\Aap Mujhe Achche Lagne Lage (2002)\Aap Mujhe Achche Lagne Lage (2002).mkv,,4433.63,25.0
Aap To Aise Na The (1980),,,Hindi,Movie,Yes,COL,1980.0,,0.101157407407407,854*480,U,Shemaroo,,,2026-04-01,2027-03-31,"Romance, Drama, Family",Ambrish Singal,"Raj Babbar, Ranjeeta Kaur, Deepak Parashar",Usha Khanna,"Indeevar, Nida Fazli","Asha Bhosle, Hemlata, Kishore Kumar, Manhar Udhas, Mohammed Rafi, Suresh Wadkar",Yes,MPEG-4,160 kbps,AAC LC,1153 kbps,AVC,U:\MOVIE MASTER\Aap To Aise Na The (1980)\Aap To Aise Na The (1980) 01.mp4,,1374.74,25.0
Aapas Ki Baat (1981),,,,,,,,,01:22:22,1280*720,,,,,,,,,,,,,,MPEG-4,192 kbps,AAC LC,7662 kbps,AVC,U:\MOVIE MASTER\Aapas Ki Baat (1981)\Aapas Ki Baat (1981).mp4,,4627.81,25.0
Aar Paar  (1954),,,,,,,,,02:13:22,1920*1080,,,,,,,,,,,,,,MPEG-4,317 kbps,AAC LC,11542 kbps,AVC,U:\MOVIE MASTER\Aar Paar (1954)\Aar Paar  (1954).mp4,,11316.35,25.0
Aar Paar (1954),,,Hindi,Movie,Yes,B&W,1954.0,,02:11:54,1920*1088,U,Ultra Cable,,,2026-04-01,2027-03-31,Romance Drama,Guru Dutt,"Guru Dutt, Shyama, Johnny Walker, Jagdish Sethi, Jagdeep, Tun Tun, Bir Sakuja",O.P.Nayyar ,O.P.Nayyar ,"Geeta Dutt, Mohammed Rafi, Shamshad Begum",Yes,,,,,,,,,
Aar Paar (1985),,,Hindi,Movie,Yes,COL,1985.0,,02:19:20,720*576,U,Ultra Cable,,,2026-04-01,2027-03-31,Action,Shakti Samanta,"Mithun Chakraborty, Mandakini, Rajesh Khanna",R D Burman,R D Burman,"Asha Bhosle, Shailendra Singh, Kishore Kumar, Sabina Yasmin, R D Burman",Yes,MPEG-4,253 kbps,AAC LC,2500 kbps,AVC,U:\MOVIE MASTER\Aar Paar (1985)\Aar Paar (1985).mp4,,2745.32,25.0
Aaraksha (2012),,,,,,,,,02:04:21,1920*1080,,,,,,,,,,,,,,MPEG-4,128 kbps,AAC LC,2105 kbps,AVC,U:\MOVIE MASTER\000 Non Registered\000 Logo Blur\Aaraksha (2012)\Aaraksha (2012).mp4,,1991.46,25.0
Aarakshan (2011),,,Hindi,Movie,Yes,COL,2011.0,,02:43:53,1920*1080,U/A,Shemaroo,,,2026-04-01,2027-03-31,Social,Prakash Jha,"Amitabh Bachchan, Saif Ali Khan, Maj Bajpai, Deepika Padukone, Prateik Babbar",,Prasoon Joshi,"Mohit Chauhan, Shreya Ghoshal,Chhannulal Mishra,Shankar Mahadevan,Mahalakshmi Iyer, Raman Mahadevan, Tarun Sagar, Gaurav Gupta, Rehan",Yes,,,,,,,,,
Aarakshan 2011,,,,,,,,,02:38:07,1280*544,,,,,,,,,,,,,,Matroska,,AAC LC,,V_MPEG4/ISO/AVC,U:\MOVIE MASTER\Aarakshan (2011)\Aarakshan 2011.mkv,,1333.88,25.0
